Neighbourhood,Neighbourhood Number,Question Type,Characteristic,Year,Value,Ward
Thorncliff,4560,Household size,2 persons,2021,420,sipiwiyiniwak Ward
Thorncliff,4560,Household size,3 persons,2021,260,sipiwiyiniwak Ward
Thorncliff,4560,Household size,4 persons,2021,200,sipiwiyiniwak Ward
Thorncliff,4560,Household size,5 or more persons,2021,155,sipiwiyiniwak Ward
Thorncliff,4560,Household size,Average household size,2021,3,sipiwiyiniwak Ward
Thorncliff,4560,Number of persons in private households,Number of persons in private households,2021,3560,sipiwiyiniwak Ward
Thorncliff,4560,Marital status,Married or living common-law,2021,1440,sipiwiyiniwak Ward
Thorncliff,4560,Marital status,Married,2021,1170,sipiwiyiniwak Ward
Thorncliff,4560,Marital status,Living common-law,2021,270,sipiwiyiniwak Ward
Thorncliff,4560,Marital status,Living common law - Never married,2021,210,sipiwiyiniwak Ward
Thorncliff,4560,Marital status,Living common law - Separated,2021,10,sipiwiyiniwak Ward
Thorncliff,4560,Marital status,Living common law - Divorced,2021,45,sipiwiyiniwak Ward
Thorncliff,4560,Marital status,Living common law - Widowed,2021,0,sipiwiyiniwak Ward
Thorncliff,4560,Marital status,Not married and not living common-law,2021,1445,sipiwiyiniwak Ward
Thorncliff,4560,Marital status,Not married and not living common law - Never married,2021,1050,sipiwiyiniwak Ward
Thorncliff,4560,Marital status,Not married and not living common law - Separated,2021,115,sipiwiyiniwak Ward
Thorncliff,4560,Marital status,Not married and not living common law - Divorced,2021,155,sipiwiyiniwak Ward
Thorncliff,4560,Marital status,Not married and not living common law - Widowed,2021,120,sipiwiyiniwak Ward
Thorncliff,4560,Family size,2 persons,2021,455,sipiwiyiniwak Ward
Thorncliff,4560,Family size,3 persons,2021,235,sipiwiyiniwak Ward
Thorncliff,4560,Family size,4 persons,2021,190,sipiwiyiniwak Ward
Thorncliff,4560,Family size,5 or more persons,2021,95,sipiwiyiniwak Ward
Thorncliff,4560,Family size,Average size of census families,2021,3,sipiwiyiniwak Ward
Thorncliff,4560,Family size,Average number of children in census families with children,2021,2,sipiwiyiniwak Ward
Thorncliff,4560,Census families in private households,Total couple families,2021,685,sipiwiyiniwak Ward
Thorncliff,4560,Census families in private households,Married couples,2021,550,sipiwiyiniwak Ward
Thorncliff,4560,Census families in private households,Married couples with children,2021,320,sipiwiyiniwak Ward
Thorncliff,4560,Census families in private households,Married couples without children,2021,235,sipiwiyiniwak Ward
Thorncliff,4560,Census families in private households,Common-law couples,2021,135,sipiwiyiniwak Ward
Thorncliff,4560,Census families in private households,Common-law couples with children,2021,70,sipiwiyiniwak Ward
Thorncliff,4560,Census families in private households,Common-law couples without children,2021,60,sipiwiyiniwak Ward
Thorncliff,4560,Census families in private households,Total one-parent families,2021,290,sipiwiyiniwak Ward
Thorncliff,4560,Census families in private households,One-parent families in which the parent is a woman+,2021,240,sipiwiyiniwak Ward
Thorncliff,4560,Census families in private households,One-parent families in which the parent is a man+,2021,50,sipiwiyiniwak Ward
Thorncliff,4560,Persons in private households,Married spouses or common-law partners,2021,1370,sipiwiyiniwak Ward
Thorncliff,4560,Persons in private households,Parents in one-parent families,2021,285,sipiwiyiniwak Ward
Thorncliff,4560,Persons in private households,Children,2021,1215,sipiwiyiniwak Ward
Thorncliff,4560,Persons in private households,Children in a two-parent family,2021,735,sipiwiyiniwak Ward
Thorncliff,4560,Persons in private households,Children in a one-parent family,2021,480,sipiwiyiniwak Ward
Thorncliff,4560,Persons in private households,Persons not in census families,2021,685,sipiwiyiniwak Ward
Thorncliff,4560,Persons in private households,Persons not in census families - Living alone,2021,255,sipiwiyiniwak Ward
Thorncliff,4560,Persons in private households,Persons not in census families - Living with other relatives,2021,150,sipiwiyiniwak Ward
Thorncliff,4560,Persons in private households,Persons not in census families - Living with non-relatives only,2021,280,sipiwiyiniwak Ward
Thorncliff,4560,Household type,One-census-family households without additional persons,2021,750,sipiwiyiniwak Ward
Thorncliff,4560,Household type,Couple-family households,2021,555,sipiwiyiniwak Ward
Thorncliff,4560,Household type,Couple-family households with children,2021,320,sipiwiyiniwak Ward
Thorncliff,4560,Household type,Couple-family households without children,2021,235,sipiwiyiniwak Ward
Thorncliff,4560,Household type,One-parent-family households,2021,200,sipiwiyiniwak Ward
Thorncliff,4560,Household type,Multigenerational households,2021,50,sipiwiyiniwak Ward
Thorncliff,4560,Household type,Multiple-census-family households,2021,20,sipiwiyiniwak Ward
Thorncliff,4560,Household type,One-census-family households with additional persons,2021,95,sipiwiyiniwak Ward
Thorncliff,4560,Household type,Two-or-more-person non-census-family households,2021,120,sipiwiyiniwak Ward
Thorncliff,4560,Household type,One-person households,2021,255,sipiwiyiniwak Ward
Tipaskan,6750,Household size,1 person,2021,250,Karhiio Ward
Tipaskan,6750,Household size,2 persons,2021,320,Karhiio Ward
Tipaskan,6750,Household size,3 persons,2021,210,Karhiio Ward
Tipaskan,6750,Household size,4 persons,2021,160,Karhiio Ward
Tipaskan,6750,Household size,5 or more persons,2021,125,Karhiio Ward
Tipaskan,6750,Household size,Average household size,2021,3,Karhiio Ward
Tipaskan,6750,Number of persons in private households,Number of persons in private households,2021,2875,Karhiio Ward
Tipaskan,6750,Marital status,Married or living common-law,2021,1240,Karhiio Ward
Tipaskan,6750,Marital status,Married,2021,1055,Karhiio Ward
Tipaskan,6750,Marital status,Living common-law,2021,185,Karhiio Ward
Tipaskan,6750,Marital status,Living common law - Never married,2021,150,Karhiio Ward
Tipaskan,6750,Marital status,Living common law - Separated,2021,5,Karhiio Ward
Tipaskan,6750,Marital status,Living common law - Divorced,2021,25,Karhiio Ward
Tipaskan,6750,Marital status,Living common law - Widowed,2021,0,Karhiio Ward
Tipaskan,6750,Marital status,Not married and not living common-law,2021,1025,Karhiio Ward
Tipaskan,6750,Marital status,Not married and not living common law - Never married,2021,715,Karhiio Ward
Tipaskan,6750,Marital status,Not married and not living common law - Separated,2021,70,Karhiio Ward
Tipaskan,6750,Marital status,Not married and not living common law - Divorced,2021,150,Karhiio Ward
Tipaskan,6750,Marital status,Not married and not living common law - Widowed,2021,90,Karhiio Ward
Tipaskan,6750,Family size,2 persons,2021,340,Karhiio Ward
Tipaskan,6750,Family size,3 persons,2021,210,Karhiio Ward
Tipaskan,6750,Family size,4 persons,2021,145,Karhiio Ward
Tipaskan,6750,Family size,5 or more persons,2021,90,Karhiio Ward
Tipaskan,6750,Family size,Average size of census families,2021,3,Karhiio Ward
Tipaskan,6750,Family size,Average number of children in census families with children,2021,2,Karhiio Ward
Tipaskan,6750,Census families in private households,Total couple families,2021,595,Karhiio Ward
Tipaskan,6750,Census families in private households,Married couples,2021,495,Karhiio Ward
Tipaskan,6750,Census families in private households,Married couples with children,2021,310,Karhiio Ward
Tipaskan,6750,Census families in private households,Married couples without children,2021,190,Karhiio Ward
Tipaskan,6750,Census families in private households,Common-law couples,2021,95,Karhiio Ward
Tipaskan,6750,Census families in private households,Common-law couples with children,2021,45,Karhiio Ward
Tipaskan,6750,Census families in private households,Common-law couples without children,2021,50,Karhiio Ward
Tipaskan,6750,Census families in private households,Total one-parent families,2021,195,Karhiio Ward
Tipaskan,6750,Census families in private households,One-parent families in which the parent is a woman+,2021,150,Karhiio Ward
Tipaskan,6750,Census families in private households,One-parent families in which the parent is a man+,2021,45,Karhiio Ward
Tipaskan,6750,Persons in private households,Married spouses or common-law partners,2021,1180,Karhiio Ward
Tipaskan,6750,Persons in private households,Parents in one-parent families,2021,195,Karhiio Ward
Tipaskan,6750,Persons in private households,Children,2021,1000,Karhiio Ward
Tipaskan,6750,Persons in private households,Children in a two-parent family,2021,680,Karhiio Ward
Tipaskan,6750,Persons in private households,Children in a one-parent family,2021,325,Karhiio Ward
Tipaskan,6750,Persons in private households,Persons not in census families,2021,495,Karhiio Ward
Tipaskan,6750,Persons in private households,Persons not in census families - Living alone,2021,250,Karhiio Ward
Tipaskan,6750,Persons in private households,Persons not in census families - Living with other relatives,2021,110,Karhiio Ward
Tipaskan,6750,Persons in private households,Persons not in census families - Living with non-relatives only,2021,140,Karhiio Ward
Tipaskan,6750,Household type,One-census-family households without additional persons,2021,660,Karhiio Ward
Tipaskan,6750,Household type,Couple-family households,2021,510,Karhiio Ward
Tipaskan,6750,Household type,Couple-family households with children,2021,310,Karhiio Ward
Tipaskan,6750,Household type,Couple-family households without children,2021,195,Karhiio Ward
Tipaskan,6750,Household type,One-parent-family households,2021,150,Karhiio Ward
Tipaskan,6750,Household type,Multiple-census-family households,2021,5,Karhiio Ward
Tipaskan,6750,Household type,One-census-family households with additional persons,2021,50,Karhiio Ward
Tipaskan,6750,Household type,Two-or-more-person non-census-family households,2021,65,Karhiio Ward
Tipaskan,6750,Household type,One-person households,2021,250,Karhiio Ward
Trumpeter Area,4471,Household size,1 person,2021,140,Nakota Isga Ward
Trumpeter Area,4471,Household size,2 persons,2021,285,Nakota Isga Ward
Trumpeter Area,4471,Household size,3 persons,2021,155,Nakota Isga Ward
Trumpeter Area,4471,Household size,4 persons,2021,150,Nakota Isga Ward
Trumpeter Area,4471,Household size,5 or more persons,2021,60,Nakota Isga Ward
Trumpeter Area,4471,Household size,Average household size,2021,3,Nakota Isga Ward
Trumpeter Area,4471,Number of persons in private households,Number of persons in private households,2021,2095,Nakota Isga Ward
Trumpeter Area,4471,Marital status,Married or living common-law,2021,1145,Nakota Isga Ward
Trumpeter Area,4471,Marital status,Married,2021,865,Nakota Isga Ward
Trumpeter Area,4471,Marital status,Living common-law,2021,280,Nakota Isga Ward
Trumpeter Area,4471,Marital status,Living common law - Never married,2021,215,Nakota Isga Ward
Trumpeter Area,4471,Marital status,Living common law - Separated,2021,10,Nakota Isga Ward
Trumpeter Area,4471,Marital status,Living common law - Divorced,2021,45,Nakota Isga Ward
Trumpeter Area,4471,Marital status,Living common law - Widowed,2021,0,Nakota Isga Ward
Trumpeter Area,4471,Marital status,Not married and not living common-law,2021,455,Nakota Isga Ward
Trumpeter Area,4471,Marital status,Not married and not living common law - Never married,2021,325,Nakota Isga Ward
Trumpeter Area,4471,Marital status,Not married and not living common law - Separated,2021,20,Nakota Isga Ward
Trumpeter Area,4471,Marital status,Not married and not living common law - Divorced,2021,85,Nakota Isga Ward
Trumpeter Area,4471,Marital status,Not married and not living common law - Widowed,2021,25,Nakota Isga Ward
Trumpeter Area,4471,Family size,2 persons,2021,300,Nakota Isga Ward
Trumpeter Area,4471,Family size,3 persons,2021,150,Nakota Isga Ward
Trumpeter Area,4471,Family size,4 persons,2021,145,Nakota Isga Ward
Trumpeter Area,4471,Family size,5 or more persons,2021,40,Nakota Isga Ward
Trumpeter Area,4471,Family size,Average size of census families,2021,3,Nakota Isga Ward
Trumpeter Area,4471,Family size,Average number of children in census families with children,2021,2,Nakota Isga Ward
Trumpeter Area,4471,Census families in private households,Total couple families,2021,570,Nakota Isga Ward
Trumpeter Area,4471,Census families in private households,Married couples,2021,430,Nakota Isga Ward
Trumpeter Area,4471,Census families in private households,Married couples with children,2021,265,Nakota Isga Ward
Trumpeter Area,4471,Census families in private households,Married couples without children,2021,165,Nakota Isga Ward
Trumpeter Area,4471,Census families in private households,Common-law couples,2021,140,Nakota Isga Ward
Trumpeter Area,4471,Census families in private households,Common-law couples with children,2021,40,Nakota Isga Ward
Trumpeter Area,4471,Census families in private households,Common-law couples without children,2021,100,Nakota Isga Ward
Trumpeter Area,4471,Census families in private households,Total one-parent families,2021,65,Nakota Isga Ward
Trumpeter Area,4471,Census families in private households,One-parent families in which the parent is a woman+,2021,45,Nakota Isga Ward
Trumpeter Area,4471,Census families in private households,One-parent families in which the parent is a man+,2021,15,Nakota Isga Ward
Trumpeter Area,4471,Persons in private households,Married spouses or common-law partners,2021,1145,Nakota Isga Ward
Trumpeter Area,4471,Persons in private households,Parents in one-parent families,2021,65,Nakota Isga Ward
Trumpeter Area,4471,Persons in private households,Children,2021,635,Nakota Isga Ward
Trumpeter Area,4471,Persons in private households,Children in a two-parent family,2021,530,Nakota Isga Ward
Trumpeter Area,4471,Persons in private households,Children in a one-parent family,2021,105,Nakota Isga Ward
Trumpeter Area,4471,Persons in private households,Persons not in census families,2021,250,Nakota Isga Ward
Trumpeter Area,4471,Persons in private households,Persons not in census families - Living alone,2021,135,Nakota Isga Ward
Trumpeter Area,4471,Persons in private households,Persons not in census families - Living with other relatives,2021,50,Nakota Isga Ward
Trumpeter Area,4471,Persons in private households,Persons not in census families - Living with non-relatives only,2021,65,Nakota Isga Ward
Trumpeter Area,4471,Household type,One-census-family households without additional persons,2021,565,Nakota Isga Ward
Trumpeter Area,4471,Household type,Couple-family households,2021,510,Nakota Isga Ward
Trumpeter Area,4471,Household type,Couple-family households with children,2021,275,Nakota Isga Ward
University Of Alberta,5520,Household size,2 persons,2021,35,papastew Ward
Trumpeter Area,4471,Household type,Couple-family households without children,2021,235,Nakota Isga Ward
Trumpeter Area,4471,Household type,One-parent-family households,2021,50,Nakota Isga Ward
Trumpeter Area,4471,Household type,Multigenerational households,2021,20,Nakota Isga Ward
Trumpeter Area,4471,Household type,Multiple-census-family households,2021,5,Nakota Isga Ward
Trumpeter Area,4471,Household type,One-census-family households with additional persons,2021,35,Nakota Isga Ward
Trumpeter Area,4471,Household type,Two-or-more-person non-census-family households,2021,30,Nakota Isga Ward
Trumpeter Area,4471,Household type,One-person households,2021,140,Nakota Isga Ward
Tweddle Place,6760,Household size,1 person,2021,195,Karhiio Ward
Tweddle Place,6760,Household size,2 persons,2021,355,Karhiio Ward
Tweddle Place,6760,Household size,3 persons,2021,225,Karhiio Ward
Tweddle Place,6760,Household size,4 persons,2021,170,Karhiio Ward
Tweddle Place,6760,Household size,5 or more persons,2021,145,Karhiio Ward
Tweddle Place,6760,Household size,Average household size,2021,3,Karhiio Ward
Tweddle Place,6760,Number of persons in private households,Number of persons in private households,2021,3090,Karhiio Ward
Tweddle Place,6760,Marital status,Married or living common-law,2021,1385,Karhiio Ward
Tweddle Place,6760,Marital status,Married,2021,1215,Karhiio Ward
Tweddle Place,6760,Marital status,Living common-law,2021,180,Karhiio Ward
Tweddle Place,6760,Marital status,Living common law - Never married,2021,125,Karhiio Ward
Tweddle Place,6760,Marital status,Living common law - Separated,2021,15,Karhiio Ward
Tweddle Place,6760,Marital status,Living common law - Divorced,2021,35,Karhiio Ward
Tweddle Place,6760,Marital status,Living common law - Widowed,2021,5,Karhiio Ward
Tweddle Place,6760,Marital status,Not married and not living common-law,2021,1050,Karhiio Ward
Tweddle Place,6760,Marital status,Not married and not living common law - Never married,2021,745,Karhiio Ward
Tweddle Place,6760,Marital status,Not married and not living common law - Separated,2021,55,Karhiio Ward
Tweddle Place,6760,Marital status,Not married and not living common law - Divorced,2021,140,Karhiio Ward
Tweddle Place,6760,Marital status,Not married and not living common law - Widowed,2021,110,Karhiio Ward
Tweddle Place,6760,Family size,2 persons,2021,365,Karhiio Ward
Tweddle Place,6760,Family size,3 persons,2021,195,Karhiio Ward
Tweddle Place,6760,Family size,4 persons,2021,165,Karhiio Ward
Tweddle Place,6760,Family size,5 or more persons,2021,120,Karhiio Ward
Tweddle Place,6760,Family size,Average size of census families,2021,3,Karhiio Ward
Tweddle Place,6760,Family size,Average number of children in census families with children,2021,2,Karhiio Ward
Tweddle Place,6760,Census families in private households,Total couple families,2021,680,Karhiio Ward
Tweddle Place,6760,Census families in private households,Married couples,2021,595,Karhiio Ward
Tweddle Place,6760,Census families in private households,Married couples with children,2021,360,Karhiio Ward
Tweddle Place,6760,Census families in private households,Married couples without children,2021,235,Karhiio Ward
Tweddle Place,6760,Census families in private households,Common-law couples,2021,85,Karhiio Ward
Tweddle Place,6760,Census families in private households,Common-law couples with children,2021,40,Karhiio Ward
Tweddle Place,6760,Census families in private households,Common-law couples without children,2021,45,Karhiio Ward
Tweddle Place,6760,Census families in private households,Total one-parent families,2021,165,Karhiio Ward
Tweddle Place,6760,Census families in private households,One-parent families in which the parent is a woman+,2021,145,Karhiio Ward
Tweddle Place,6760,Census families in private households,One-parent families in which the parent is a man+,2021,20,Karhiio Ward
Tweddle Place,6760,Persons in private households,Married spouses or common-law partners,2021,1365,Karhiio Ward
Tweddle Place,6760,Persons in private households,Parents in one-parent families,2021,165,Karhiio Ward
Tweddle Place,6760,Persons in private households,Children,2021,1110,Karhiio Ward
Tweddle Place,6760,Persons in private households,Children in a two-parent family,2021,815,Karhiio Ward
Tweddle Place,6760,Persons in private households,Children in a one-parent family,2021,290,Karhiio Ward
Tweddle Place,6760,Persons in private households,Persons not in census families,2021,455,Karhiio Ward
Tweddle Place,6760,Persons in private households,Persons not in census families - Living alone,2021,195,Karhiio Ward
Tweddle Place,6760,Persons in private households,Persons not in census families - Living with other relatives,2021,100,Karhiio Ward
Tweddle Place,6760,Persons in private households,Persons not in census families - Living with non-relatives only,2021,150,Karhiio Ward
Tweddle Place,6760,Household type,One-census-family households without additional persons,2021,740,Karhiio Ward
Tweddle Place,6760,Household type,Couple-family households,2021,605,Karhiio Ward
Tweddle Place,6760,Household type,Couple-family households with children,2021,365,Karhiio Ward
Tweddle Place,6760,Household type,Couple-family households without children,2021,240,Karhiio Ward
Tweddle Place,6760,Household type,One-parent-family households,2021,135,Karhiio Ward
Tweddle Place,6760,Household type,Multigenerational households,2021,25,Karhiio Ward
Tweddle Place,6760,Household type,Multiple-census-family households,2021,10,Karhiio Ward
Tweddle Place,6760,Household type,One-census-family households with additional persons,2021,55,Karhiio Ward
Tweddle Place,6760,Household type,Two-or-more-person non-census-family households,2021,70,Karhiio Ward
Tweddle Place,6760,Household type,One-person households,2021,200,Karhiio Ward
Twin Brooks,5511,Household size,1 person,2021,360,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Household size,2 persons,2021,820,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Household size,3 persons,2021,415,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Household size,4 persons,2021,440,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Household size,5 or more persons,2021,230,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Household size,Average household size,2021,3,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Number of persons in private households,Number of persons in private households,2021,6265,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Marital status,Married or living common-law,2021,3560,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Marital status,Married,2021,3335,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Marital status,Living common-law,2021,220,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Marital status,Living common law - Never married,2021,150,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Marital status,Living common law - Separated,2021,5,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Marital status,Living common law - Divorced,2021,65,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Marital status,Living common law - Widowed,2021,5,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Marital status,Not married and not living common-law,2021,1865,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Marital status,Not married and not living common law - Never married,2021,1390,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Marital status,Not married and not living common law - Separated,2021,55,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Marital status,Not married and not living common law - Divorced,2021,190,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Marital status,Not married and not living common law - Widowed,2021,235,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Family size,2 persons,2021,900,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Family size,3 persons,2021,420,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Family size,4 persons,2021,450,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Family size,5 or more persons,2021,155,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Family size,Average size of census families,2021,3,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Family size,Average number of children in census families with children,2021,2,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Census families in private households,Total couple families,2021,1760,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Census families in private households,Married couples,2021,1645,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Census families in private households,Married couples with children,2021,920,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Census families in private households,Married couples without children,2021,730,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Census families in private households,Common-law couples,2021,115,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Census families in private households,Common-law couples with children,2021,30,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Census families in private households,Common-law couples without children,2021,80,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Census families in private households,Total one-parent families,2021,165,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Census families in private households,One-parent families in which the parent is a woman+,2021,115,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Census families in private households,One-parent families in which the parent is a man+,2021,50,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Persons in private households,Married spouses or common-law partners,2021,3510,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Persons in private households,Parents in one-parent families,2021,170,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Persons in private households,Children,2021,1995,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Persons in private households,Children in a two-parent family,2021,1725,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Persons in private households,Children in a one-parent family,2021,270,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Persons in private households,Persons not in census families,2021,590,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Persons in private households,Persons not in census families - Living alone,2021,360,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Persons in private households,Persons not in census families - Living with other relatives,2021,120,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Persons in private households,Persons not in census families - Living with non-relatives only,2021,115,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Household type,One-census-family households without additional persons,2021,1700,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Household type,Couple-family households,2021,1575,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Household type,Couple-family households with children,2021,850,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Household type,Couple-family households without children,2021,725,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Household type,One-parent-family households,2021,125,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Household type,Multigenerational households,2021,85,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Household type,Multiple-census-family households,2021,10,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Household type,One-census-family households with additional persons,2021,65,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Household type,Two-or-more-person non-census-family households,2021,45,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Household type,One-person households,2021,355,Ipiihkoohkanipiaohtsi Ward
University Of Alberta,5520,Household size,1 person,2021,100,papastew Ward
Weinlos,6770,Family size,2 persons,2021,425,Sspomitapi Ward
University Of Alberta,5520,Household size,3 persons,2021,10,papastew Ward
University Of Alberta,5520,Household size,4 persons,2021,0,papastew Ward
University Of Alberta,5520,Household size,5 or more persons,2021,5,papastew Ward
University Of Alberta,5520,Household size,Average household size,2021,2,papastew Ward
University Of Alberta,5520,Number of persons in private households,Number of persons in private households,2021,225,papastew Ward
University Of Alberta,5520,Marital status,Married or living common-law,2021,40,papastew Ward
University Of Alberta,5520,Marital status,Married,2021,30,papastew Ward
University Of Alberta,5520,Marital status,Living common-law,2021,10,papastew Ward
University Of Alberta,5520,Marital status,Living common law - Never married,2021,5,papastew Ward
University Of Alberta,5520,Marital status,Living common law - Separated,2021,0,papastew Ward
University Of Alberta,5520,Marital status,Living common law - Divorced,2021,5,papastew Ward
University Of Alberta,5520,Marital status,Living common law - Widowed,2021,0,papastew Ward
University Of Alberta,5520,Marital status,Not married and not living common-law,2021,280,papastew Ward
University Of Alberta,5520,Marital status,Not married and not living common law - Never married,2021,245,papastew Ward
University Of Alberta,5520,Marital status,Not married and not living common law - Separated,2021,10,papastew Ward
University Of Alberta,5520,Marital status,Not married and not living common law - Divorced,2021,15,papastew Ward
University Of Alberta,5520,Marital status,Not married and not living common law - Widowed,2021,5,papastew Ward
University Of Alberta,5520,Family size,2 persons,2021,20,papastew Ward
University Of Alberta,5520,Family size,3 persons,2021,10,papastew Ward
University Of Alberta,5520,Family size,4 persons,2021,5,papastew Ward
University Of Alberta,5520,Family size,5 or more persons,2021,0,papastew Ward
University Of Alberta,5520,Family size,Average size of census families,2021,3,papastew Ward
University Of Alberta,5520,Family size,Average number of children in census families with children,2021,1,papastew Ward
University Of Alberta,5520,Census families in private households,Total couple families,2021,20,papastew Ward
University Of Alberta,5520,Census families in private households,Married couples,2021,10,papastew Ward
University Of Alberta,5520,Census families in private households,Married couples with children,2021,5,papastew Ward
University Of Alberta,5520,Census families in private households,Married couples without children,2021,5,papastew Ward
University Of Alberta,5520,Census families in private households,Common-law couples,2021,5,papastew Ward
University Of Alberta,5520,Census families in private households,Common-law couples with children,2021,0,papastew Ward
University Of Alberta,5520,Census families in private households,Common-law couples without children,2021,0,papastew Ward
University Of Alberta,5520,Census families in private households,Total one-parent families,2021,10,papastew Ward
University Of Alberta,5520,Census families in private households,One-parent families in which the parent is a woman+,2021,10,papastew Ward
University Of Alberta,5520,Census families in private households,One-parent families in which the parent is a man+,2021,0,papastew Ward
University Of Alberta,5520,Persons in private households,Married spouses or common-law partners,2021,30,papastew Ward
University Of Alberta,5520,Persons in private households,Parents in one-parent families,2021,10,papastew Ward
University Of Alberta,5520,Persons in private households,Children,2021,20,papastew Ward
University Of Alberta,5520,Persons in private households,Children in a two-parent family,2021,10,papastew Ward
University Of Alberta,5520,Persons in private households,Children in a one-parent family,2021,15,papastew Ward
University Of Alberta,5520,Persons in private households,Persons not in census families,2021,155,papastew Ward
University Of Alberta,5520,Persons in private households,Persons not in census families - Living alone,2021,100,papastew Ward
University Of Alberta,5520,Persons in private households,Persons not in census families - Living with other relatives,2021,15,papastew Ward
University Of Alberta,5520,Persons in private households,Persons not in census families - Living with non-relatives only,2021,40,papastew Ward
University Of Alberta,5520,Household type,One-census-family households without additional persons,2021,25,papastew Ward
University Of Alberta,5520,Household type,Couple-family households,2021,15,papastew Ward
University Of Alberta,5520,Household type,Couple-family households with children,2021,0,papastew Ward
University Of Alberta,5520,Household type,Couple-family households without children,2021,10,papastew Ward
University Of Alberta,5520,Household type,One-parent-family households,2021,10,papastew Ward
University Of Alberta,5520,Household type,Multigenerational households,2021,0,papastew Ward
University Of Alberta,5520,Household type,Multiple-census-family households,2021,0,papastew Ward
University Of Alberta,5520,Household type,One-census-family households with additional persons,2021,5,papastew Ward
University Of Alberta,5520,Household type,Two-or-more-person non-census-family households,2021,20,papastew Ward
University Of Alberta,5520,Household type,One-person households,2021,105,papastew Ward
Virginia Park,1240,Household size,1 person,2021,195,Métis Ward
Virginia Park,1240,Household size,2 persons,2021,70,Métis Ward
Virginia Park,1240,Household size,3 persons,2021,30,Métis Ward
Virginia Park,1240,Household size,4 persons,2021,30,Métis Ward
Virginia Park,1240,Household size,5 or more persons,2021,5,Métis Ward
Virginia Park,1240,Household size,Average household size,2021,2,Métis Ward
Virginia Park,1240,Number of persons in private households,Number of persons in private households,2021,585,Métis Ward
Virginia Park,1240,Marital status,Married or living common-law,2021,235,Métis Ward
Virginia Park,1240,Marital status,Married,2021,180,Métis Ward
Virginia Park,1240,Marital status,Living common-law,2021,55,Métis Ward
Virginia Park,1240,Marital status,Living common law - Never married,2021,45,Métis Ward
