Neighbourhood,Neighbourhood Number,Question Type,Gender,Age Range,Year,Value,Ward
Beverly Heights,2100,Age & Gender,Total,65 to 69 years,2021,210,Métis Ward
Beverly Heights,2100,Age & Gender,Total,65 years and over,2021,715,Métis Ward
Beverly Heights,2100,Age & Gender,Total,70 to 74 years,2021,160,Métis Ward
Beverly Heights,2100,Age & Gender,Total,75 to 79 years,2021,120,Métis Ward
Beverly Heights,2100,Age & Gender,Total,80 to 84 years,2021,105,Métis Ward
Beverly Heights,2100,Age & Gender,Total,85 to 89 years,2021,70,Métis Ward
Beverly Heights,2100,Age & Gender,Total,85 years and over,2021,115,Métis Ward
Beverly Heights,2100,Age & Gender,Total,90 to 94 years,2021,35,Métis Ward
Beverly Heights,2100,Age & Gender,Total,95 to 99 years,2021,10,Métis Ward
Beverly Heights,2100,Age & Gender,Total,100 years and over,2021,0,Métis Ward
Bisset,6030,Age & Gender,Total,0 to 4 years,2021,240,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,0 to 14 years,2021,665,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,5 to 9 years,2021,220,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,10 to 14 years,2021,210,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,15 to 19 years,2021,205,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,15 to 64 years,2021,2710,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,20 to 24 years,2021,300,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,25 to 29 years,2021,395,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,30 to 34 years,2021,350,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,35 to 39 years,2021,320,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,40 to 44 years,2021,230,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,45 to 49 years,2021,190,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,50 to 54 years,2021,200,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,55 to 59 years,2021,210,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,60 to 64 years,2021,295,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,65 to 69 years,2021,220,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,65 years and over,2021,485,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,70 to 74 years,2021,155,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,75 to 79 years,2021,65,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,80 to 84 years,2021,25,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,85 to 89 years,2021,15,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,85 years and over,2021,20,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,90 to 94 years,2021,5,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,95 to 99 years,2021,5,Sspomitapi Ward
Bisset,6030,Age & Gender,Total,100 years and over,2021,0,Sspomitapi Ward
Blackburne,5590,Age & Gender,Total,0 to 4 years,2021,40,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,0 to 14 years,2021,175,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,5 to 9 years,2021,60,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,10 to 14 years,2021,75,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,15 to 19 years,2021,90,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,15 to 64 years,2021,890,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,20 to 24 years,2021,80,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,25 to 29 years,2021,60,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,30 to 34 years,2021,65,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,35 to 39 years,2021,65,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,40 to 44 years,2021,80,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,45 to 49 years,2021,70,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,50 to 54 years,2021,115,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,55 to 59 years,2021,125,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,60 to 64 years,2021,135,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,65 to 69 years,2021,115,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,65 years and over,2021,360,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,70 to 74 years,2021,105,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,75 to 79 years,2021,85,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,80 to 84 years,2021,40,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,85 to 89 years,2021,15,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,85 years and over,2021,25,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,90 to 94 years,2021,10,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,95 to 99 years,2021,0,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Age & Gender,Total,100 years and over,2021,0,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,0 to 4 years,2021,125,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,0 to 14 years,2021,475,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,5 to 9 years,2021,155,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,10 to 14 years,2021,195,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,15 to 19 years,2021,200,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,15 to 64 years,2021,1915,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,20 to 24 years,2021,165,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,25 to 29 years,2021,150,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,30 to 34 years,2021,145,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,35 to 39 years,2021,195,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,40 to 44 years,2021,185,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,45 to 49 years,2021,235,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,50 to 54 years,2021,240,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,55 to 59 years,2021,230,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,60 to 64 years,2021,190,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,65 to 69 years,2021,135,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,65 years and over,2021,400,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,70 to 74 years,2021,110,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,75 to 79 years,2021,85,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,80 to 84 years,2021,40,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,85 to 89 years,2021,20,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,85 years and over,2021,25,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,90 to 94 years,2021,5,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,95 to 99 years,2021,0,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Age & Gender,Total,100 years and over,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,0 to 4 years,2021,280,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,0 to 14 years,2021,840,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,5 to 9 years,2021,285,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,10 to 14 years,2021,275,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,15 to 19 years,2021,260,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,15 to 64 years,2021,3245,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,20 to 24 years,2021,420,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,25 to 29 years,2021,475,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,30 to 34 years,2021,415,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,35 to 39 years,2021,380,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,40 to 44 years,2021,350,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,45 to 49 years,2021,265,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,50 to 54 years,2021,225,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,55 to 59 years,2021,245,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,60 to 64 years,2021,225,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,65 to 69 years,2021,185,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,65 years and over,2021,475,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,70 to 74 years,2021,110,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,75 to 79 years,2021,95,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,80 to 84 years,2021,50,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,85 to 89 years,2021,25,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,85 years and over,2021,35,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,90 to 94 years,2021,10,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,95 to 99 years,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Age & Gender,Total,100 years and over,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,0 to 4 years,2021,100,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,0 to 14 years,2021,275,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,5 to 9 years,2021,80,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,10 to 14 years,2021,90,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,15 to 19 years,2021,75,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,15 to 64 years,2021,885,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,20 to 24 years,2021,90,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,25 to 29 years,2021,85,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,30 to 34 years,2021,135,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,35 to 39 years,2021,100,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,40 to 44 years,2021,85,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,45 to 49 years,2021,80,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,50 to 54 years,2021,85,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,55 to 59 years,2021,80,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,60 to 64 years,2021,70,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,65 to 69 years,2021,90,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,65 years and over,2021,250,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,70 to 74 years,2021,75,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,75 to 79 years,2021,40,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,80 to 84 years,2021,25,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,85 to 89 years,2021,10,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,85 years and over,2021,20,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,90 to 94 years,2021,5,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,95 to 99 years,2021,0,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Age & Gender,Total,100 years and over,2021,0,Ipiihkoohkanipiaohtsi Ward
Bonnie Doon,6040,Age & Gender,Total,0 to 4 years,2021,250,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,0 to 14 years,2021,670,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,5 to 9 years,2021,210,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,10 to 14 years,2021,205,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,15 to 19 years,2021,215,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,15 to 64 years,2021,3360,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,20 to 24 years,2021,325,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,25 to 29 years,2021,400,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,30 to 34 years,2021,470,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,35 to 39 years,2021,440,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,40 to 44 years,2021,340,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,45 to 49 years,2021,295,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,50 to 54 years,2021,260,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,55 to 59 years,2021,310,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,60 to 64 years,2021,305,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,65 to 69 years,2021,275,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,65 years and over,2021,945,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,70 to 74 years,2021,195,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,75 to 79 years,2021,140,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,80 to 84 years,2021,120,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,85 to 89 years,2021,125,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,85 years and over,2021,205,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,90 to 94 years,2021,50,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,95 to 99 years,2021,25,Métis Ward
Bonnie Doon,6040,Age & Gender,Total,100 years and over,2021,10,Métis Ward
Boyle Street,1020,Age & Gender,Total,0 to 4 years,2021,270,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,0 to 14 years,2021,590,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,5 to 9 years,2021,195,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,10 to 14 years,2021,125,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,15 to 19 years,2021,160,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,15 to 64 years,2021,4740,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,20 to 24 years,2021,530,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,25 to 29 years,2021,685,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,30 to 34 years,2021,670,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,35 to 39 years,2021,555,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,40 to 44 years,2021,395,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,45 to 49 years,2021,365,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,50 to 54 years,2021,415,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,55 to 59 years,2021,465,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,60 to 64 years,2021,500,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,65 to 69 years,2021,410,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,65 years and over,2021,1130,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,70 to 74 years,2021,220,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,75 to 79 years,2021,140,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,80 to 84 years,2021,125,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,85 to 89 years,2021,135,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,85 years and over,2021,235,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,90 to 94 years,2021,70,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,95 to 99 years,2021,30,O-day'min Ward
Boyle Street,1020,Age & Gender,Total,100 years and over,2021,0,O-day'min Ward
Brander Gardens,5080,Age & Gender,Total,0 to 4 years,2021,140,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,0 to 14 years,2021,485,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,5 to 9 years,2021,180,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,10 to 14 years,2021,165,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,15 to 19 years,2021,155,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,15 to 64 years,2021,1525,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,20 to 24 years,2021,115,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,25 to 29 years,2021,165,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,30 to 34 years,2021,165,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,35 to 39 years,2021,185,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,40 to 44 years,2021,185,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,45 to 49 years,2021,135,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,50 to 54 years,2021,125,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,55 to 59 years,2021,125,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,60 to 64 years,2021,175,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,65 to 69 years,2021,145,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,65 years and over,2021,415,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,70 to 74 years,2021,95,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,75 to 79 years,2021,80,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,80 to 84 years,2021,55,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,85 to 89 years,2021,20,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,85 years and over,2021,30,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,90 to 94 years,2021,10,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,95 to 99 years,2021,0,pihêsiwin Ward
Brander Gardens,5080,Age & Gender,Total,100 years and over,2021,0,pihêsiwin Ward
Breckenridge Greens,4700,Age & Gender,Total,0 to 4 years,2021,75,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,0 to 14 years,2021,285,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,5 to 9 years,2021,100,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,10 to 14 years,2021,110,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,15 to 19 years,2021,110,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,15 to 64 years,2021,1240,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,20 to 24 years,2021,100,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,25 to 29 years,2021,95,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,30 to 34 years,2021,110,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,35 to 39 years,2021,130,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,40 to 44 years,2021,120,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,45 to 49 years,2021,135,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,50 to 54 years,2021,165,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,55 to 59 years,2021,140,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,60 to 64 years,2021,130,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,65 to 69 years,2021,105,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,65 years and over,2021,315,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,70 to 74 years,2021,90,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,75 to 79 years,2021,50,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,80 to 84 years,2021,45,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,85 to 89 years,2021,15,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,85 years and over,2021,25,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,90 to 94 years,2021,5,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,95 to 99 years,2021,0,Nakota Isga Ward
Breckenridge Greens,4700,Age & Gender,Total,100 years and over,2021,0,Nakota Isga Ward
Brintnell,2110,Age & Gender,Total,0 to 4 years,2021,510,Dene Ward
Brintnell,2110,Age & Gender,Total,0 to 14 years,2021,1655,Dene Ward
Brintnell,2110,Age & Gender,Total,5 to 9 years,2021,555,Dene Ward
Brintnell,2110,Age & Gender,Total,10 to 14 years,2021,585,Dene Ward
Brintnell,2110,Age & Gender,Total,15 to 19 years,2021,445,Dene Ward
Brintnell,2110,Age & Gender,Total,15 to 64 years,2021,4580,Dene Ward
Brintnell,2110,Age & Gender,Total,20 to 24 years,2021,420,Dene Ward
Brintnell,2110,Age & Gender,Total,25 to 29 years,2021,410,Dene Ward
Brintnell,2110,Age & Gender,Total,30 to 34 years,2021,525,Dene Ward
Brintnell,2110,Age & Gender,Total,35 to 39 years,2021,630,Dene Ward
Brintnell,2110,Age & Gender,Total,40 to 44 years,2021,595,Dene Ward
Brintnell,2110,Age & Gender,Total,45 to 49 years,2021,530,Dene Ward
Brintnell,2110,Age & Gender,Total,50 to 54 years,2021,440,Dene Ward
Brintnell,2110,Age & Gender,Total,55 to 59 years,2021,350,Dene Ward
Brintnell,2110,Age & Gender,Total,60 to 64 years,2021,235,Dene Ward
Brintnell,2110,Age & Gender,Total,65 to 69 years,2021,175,Dene Ward
Brintnell,2110,Age & Gender,Total,65 years and over,2021,430,Dene Ward
Brintnell,2110,Age & Gender,Total,70 to 74 years,2021,135,Dene Ward
Brintnell,2110,Age & Gender,Total,75 to 79 years,2021,65,Dene Ward
Brintnell,2110,Age & Gender,Total,80 to 84 years,2021,35,Dene Ward
Brintnell,2110,Age & Gender,Total,85 to 89 years,2021,15,Dene Ward
Brintnell,2110,Age & Gender,Total,85 years and over,2021,25,Dene Ward
Brintnell,2110,Age & Gender,Total,90 to 94 years,2021,0,Dene Ward
Brintnell,2110,Age & Gender,Total,95 to 99 years,2021,0,Dene Ward
Brintnell,2110,Age & Gender,Total,100 years and over,2021,0,Dene Ward
Britannia Youngstown,4060,Age & Gender,Total,0 to 4 years,2021,230,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,0 to 14 years,2021,670,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,5 to 9 years,2021,240,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,10 to 14 years,2021,205,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,15 to 19 years,2021,215,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,15 to 64 years,2021,3170,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,20 to 24 years,2021,310,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,25 to 29 years,2021,345,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,30 to 34 years,2021,355,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,35 to 39 years,2021,330,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,40 to 44 years,2021,290,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,45 to 49 years,2021,310,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,50 to 54 years,2021,325,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,55 to 59 years,2021,340,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,60 to 64 years,2021,355,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,65 to 69 years,2021,245,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,65 years and over,2021,650,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,70 to 74 years,2021,165,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,75 to 79 years,2021,100,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,80 to 84 years,2021,70,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,85 to 89 years,2021,40,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,85 years and over,2021,70,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,90 to 94 years,2021,25,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,95 to 99 years,2021,0,Nakota Isga Ward
Britannia Youngstown,4060,Age & Gender,Total,100 years and over,2021,0,Nakota Isga Ward
Brookside,5090,Age & Gender,Total,0 to 4 years,2021,115,pihêsiwin Ward
Brookside,5090,Age & Gender,Total,0 to 14 years,2021,420,pihêsiwin Ward
Brookside,5090,Age & Gender,Total,5 to 9 years,2021,155,pihêsiwin Ward
Brookside,5090,Age & Gender,Total,10 to 14 years,2021,150,pihêsiwin Ward
Brookside,5090,Age & Gender,Total,15 to 19 years,2021,140,pihêsiwin Ward
Brookside,5090,Age & Gender,Total,15 to 64 years,2021,1155,pihêsiwin Ward
Brookside,5090,Age & Gender,Total,20 to 24 years,2021,105,pihêsiwin Ward
Brookside,5090,Age & Gender,Total,25 to 29 years,2021,60,pihêsiwin Ward
Brookside,5090,Age & Gender,Total,30 to 34 years,2021,95,pihêsiwin Ward
Brookside,5090,Age & Gender,Total,35 to 39 years,2021,130,pihêsiwin Ward
Brookside,5090,Age & Gender,Total,40 to 44 years,2021,140,pihêsiwin Ward
Brookside,5090,Age & Gender,Total,45 to 49 years,2021,110,pihêsiwin Ward
