Neighbourhood,Neighbourhood Number,Question Type,Gender,Characteristic,Year,Value,Ward
Rundle Heights,2660,Visible Minority,Women+,Korean,2021,0,Métis Ward
Rundle Heights,2660,Visible Minority,Women+,Latin American,2021,10,Métis Ward
Rundle Heights,2660,Visible Minority,Women+,Multiple visible minorities,2021,0,Métis Ward
Rundle Heights,2660,Visible Minority,Women+,Not a visible minority,2021,1085,Métis Ward
Rundle Heights,2660,Visible Minority,Women+,South Asian,2021,45,Métis Ward
Rundle Heights,2660,Visible Minority,Women+,Southeast Asian,2021,50,Métis Ward
Rundle Heights,2660,Visible Minority,Women+,Total visible minority population,2021,565,Métis Ward
Rundle Heights,2660,Visible Minority,Women+,"Visible minority, n.i.e.",2021,0,Métis Ward
Rundle Heights,2660,Visible Minority,Women+,West Asian,2021,0,Métis Ward
Rural North East Horse Hill,2670,Visible Minority,Men+,Arab,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Men+,Black,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Men+,Chinese,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Men+,Filipino,2021,10,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Men+,Japanese,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Men+,Korean,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Men+,Latin American,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Men+,Multiple visible minorities,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Men+,Not a visible minority,2021,120,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Men+,South Asian,2021,25,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Men+,Southeast Asian,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Men+,Total visible minority population,2021,40,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Men+,"Visible minority, n.i.e.",2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Men+,West Asian,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Total,Arab,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Total,Black,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Total,Chinese,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Total,Filipino,2021,25,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Total,Japanese,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Total,Korean,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Total,Latin American,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Total,Multiple visible minorities,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Total,Not a visible minority,2021,210,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Total,South Asian,2021,40,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Total,Southeast Asian,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Total,Total visible minority population,2021,65,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Total,"Visible minority, n.i.e.",2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Total,West Asian,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Women+,Arab,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Women+,Black,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Women+,Chinese,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Women+,Filipino,2021,10,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Women+,Japanese,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Women+,Korean,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Women+,Latin American,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Women+,Multiple visible minorities,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Women+,Not a visible minority,2021,90,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Women+,South Asian,2021,20,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Women+,Southeast Asian,2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Women+,Total visible minority population,2021,25,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Women+,"Visible minority, n.i.e.",2021,0,Dene Ward
Rural North East Horse Hill,2670,Visible Minority,Women+,West Asian,2021,0,Dene Ward
Rutherford,5454,Visible Minority,Men+,Arab,2021,100,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Men+,Black,2021,350,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Men+,Chinese,2021,575,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Men+,Filipino,2021,325,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Men+,Japanese,2021,15,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Men+,Korean,2021,265,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Men+,Latin American,2021,100,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Men+,Multiple visible minorities,2021,115,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Men+,Not a visible minority,2021,2705,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Men+,South Asian,2021,860,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Men+,Southeast Asian,2021,85,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Men+,Total visible minority population,2021,2855,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Men+,"Visible minority, n.i.e.",2021,30,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Men+,West Asian,2021,35,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Total,Arab,2021,230,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Total,Black,2021,680,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Total,Chinese,2021,1220,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Total,Filipino,2021,715,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Total,Japanese,2021,25,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Total,Korean,2021,560,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Total,Latin American,2021,205,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Total,Multiple visible minorities,2021,230,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Total,Not a visible minority,2021,5205,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Total,South Asian,2021,1740,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Total,Southeast Asian,2021,195,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Total,Total visible minority population,2021,5915,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Total,"Visible minority, n.i.e.",2021,55,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Total,West Asian,2021,55,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Women+,Arab,2021,130,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Women+,Black,2021,325,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Women+,Chinese,2021,645,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Women+,Filipino,2021,390,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Women+,Japanese,2021,15,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Women+,Korean,2021,295,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Women+,Latin American,2021,105,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Women+,Multiple visible minorities,2021,110,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Women+,Not a visible minority,2021,2505,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Women+,South Asian,2021,880,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Women+,Southeast Asian,2021,110,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Women+,Total visible minority population,2021,3060,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Women+,"Visible minority, n.i.e.",2021,30,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Visible Minority,Women+,West Asian,2021,20,Ipiihkoohkanipiaohtsi Ward
Sakaw,6670,Visible Minority,Men+,Arab,2021,15,Karhiio Ward
Sakaw,6670,Visible Minority,Men+,Black,2021,140,Karhiio Ward
Sakaw,6670,Visible Minority,Men+,Chinese,2021,25,Karhiio Ward
Sakaw,6670,Visible Minority,Men+,Filipino,2021,125,Karhiio Ward
Sakaw,6670,Visible Minority,Men+,Japanese,2021,0,Karhiio Ward
Sakaw,6670,Visible Minority,Men+,Korean,2021,0,Karhiio Ward
Sakaw,6670,Visible Minority,Men+,Latin American,2021,80,Karhiio Ward
Sakaw,6670,Visible Minority,Men+,Multiple visible minorities,2021,45,Karhiio Ward
Sakaw,6670,Visible Minority,Men+,Not a visible minority,2021,1150,Karhiio Ward
Sakaw,6670,Visible Minority,Men+,South Asian,2021,370,Karhiio Ward
Sakaw,6670,Visible Minority,Men+,Southeast Asian,2021,15,Karhiio Ward
Sakaw,6670,Visible Minority,Men+,Total visible minority population,2021,800,Karhiio Ward
Sakaw,6670,Visible Minority,Men+,"Visible minority, n.i.e.",2021,0,Karhiio Ward
Sakaw,6670,Visible Minority,Men+,West Asian,2021,0,Karhiio Ward
Sakaw,6670,Visible Minority,Total,Arab,2021,25,Karhiio Ward
Sakaw,6670,Visible Minority,Total,Black,2021,240,Karhiio Ward
Sakaw,6670,Visible Minority,Total,Chinese,2021,60,Karhiio Ward
Sakaw,6670,Visible Minority,Total,Filipino,2021,295,Karhiio Ward
Sakaw,6670,Visible Minority,Total,Japanese,2021,0,Karhiio Ward
Sakaw,6670,Visible Minority,Total,Korean,2021,0,Karhiio Ward
Sakaw,6670,Visible Minority,Total,Latin American,2021,140,Karhiio Ward
Sakaw,6670,Visible Minority,Total,Multiple visible minorities,2021,85,Karhiio Ward
Sakaw,6670,Visible Minority,Total,Not a visible minority,2021,2400,Karhiio Ward
Sakaw,6670,Visible Minority,Total,South Asian,2021,730,Karhiio Ward
Sakaw,6670,Visible Minority,Total,Southeast Asian,2021,25,Karhiio Ward
Sakaw,6670,Visible Minority,Total,Total visible minority population,2021,1600,Karhiio Ward
Sakaw,6670,Visible Minority,Total,"Visible minority, n.i.e.",2021,0,Karhiio Ward
Sakaw,6670,Visible Minority,Total,West Asian,2021,0,Karhiio Ward
Sakaw,6670,Visible Minority,Women+,Arab,2021,10,Karhiio Ward
Sakaw,6670,Visible Minority,Women+,Black,2021,105,Karhiio Ward
Sakaw,6670,Visible Minority,Women+,Chinese,2021,30,Karhiio Ward
Sakaw,6670,Visible Minority,Women+,Filipino,2021,170,Karhiio Ward
Sakaw,6670,Visible Minority,Women+,Japanese,2021,0,Karhiio Ward
Sakaw,6670,Visible Minority,Women+,Korean,2021,0,Karhiio Ward
Sakaw,6670,Visible Minority,Women+,Latin American,2021,65,Karhiio Ward
Sakaw,6670,Visible Minority,Women+,Multiple visible minorities,2021,45,Karhiio Ward
Sakaw,6670,Visible Minority,Women+,Not a visible minority,2021,1250,Karhiio Ward
Sakaw,6670,Visible Minority,Women+,South Asian,2021,365,Karhiio Ward
Sakaw,6670,Visible Minority,Women+,Southeast Asian,2021,10,Karhiio Ward
Sakaw,6670,Visible Minority,Women+,Total visible minority population,2021,800,Karhiio Ward
Sakaw,6670,Visible Minority,Women+,"Visible minority, n.i.e.",2021,0,Karhiio Ward
Sakaw,6670,Visible Minority,Women+,West Asian,2021,0,Karhiio Ward
Satoo,6680,Visible Minority,Men+,Arab,2021,0,Karhiio Ward
Satoo,6680,Visible Minority,Men+,Black,2021,65,Karhiio Ward
Satoo,6680,Visible Minority,Men+,Chinese,2021,25,Karhiio Ward
Satoo,6680,Visible Minority,Men+,Filipino,2021,90,Karhiio Ward
Satoo,6680,Visible Minority,Men+,Japanese,2021,0,Karhiio Ward
Satoo,6680,Visible Minority,Men+,Korean,2021,0,Karhiio Ward
Satoo,6680,Visible Minority,Men+,Latin American,2021,70,Karhiio Ward
Satoo,6680,Visible Minority,Men+,Multiple visible minorities,2021,45,Karhiio Ward
Satoo,6680,Visible Minority,Men+,Not a visible minority,2021,1225,Karhiio Ward
Satoo,6680,Visible Minority,Men+,South Asian,2021,65,Karhiio Ward
Satoo,6680,Visible Minority,Men+,Southeast Asian,2021,0,Karhiio Ward
Satoo,6680,Visible Minority,Men+,Total visible minority population,2021,375,Karhiio Ward
Satoo,6680,Visible Minority,Men+,"Visible minority, n.i.e.",2021,0,Karhiio Ward
Satoo,6680,Visible Minority,Men+,West Asian,2021,0,Karhiio Ward
Satoo,6680,Visible Minority,Total,Arab,2021,15,Karhiio Ward
Satoo,6680,Visible Minority,Total,Black,2021,140,Karhiio Ward
Satoo,6680,Visible Minority,Total,Chinese,2021,70,Karhiio Ward
Satoo,6680,Visible Minority,Total,Filipino,2021,195,Karhiio Ward
Satoo,6680,Visible Minority,Total,Japanese,2021,0,Karhiio Ward
Satoo,6680,Visible Minority,Total,Korean,2021,0,Karhiio Ward
Satoo,6680,Visible Minority,Total,Latin American,2021,120,Karhiio Ward
Satoo,6680,Visible Minority,Total,Multiple visible minorities,2021,100,Karhiio Ward
Satoo,6680,Visible Minority,Total,Not a visible minority,2021,2475,Karhiio Ward
Satoo,6680,Visible Minority,Total,South Asian,2021,115,Karhiio Ward
Satoo,6680,Visible Minority,Total,Southeast Asian,2021,0,Karhiio Ward
Satoo,6680,Visible Minority,Total,Total visible minority population,2021,775,Karhiio Ward
Satoo,6680,Visible Minority,Total,"Visible minority, n.i.e.",2021,0,Karhiio Ward
Satoo,6680,Visible Minority,Total,West Asian,2021,0,Karhiio Ward
Satoo,6680,Visible Minority,Women+,Arab,2021,10,Karhiio Ward
Satoo,6680,Visible Minority,Women+,Black,2021,75,Karhiio Ward
Satoo,6680,Visible Minority,Women+,Chinese,2021,45,Karhiio Ward
Satoo,6680,Visible Minority,Women+,Filipino,2021,105,Karhiio Ward
Satoo,6680,Visible Minority,Women+,Japanese,2021,0,Karhiio Ward
Satoo,6680,Visible Minority,Women+,Korean,2021,0,Karhiio Ward
Satoo,6680,Visible Minority,Women+,Latin American,2021,50,Karhiio Ward
Satoo,6680,Visible Minority,Women+,Multiple visible minorities,2021,50,Karhiio Ward
Satoo,6680,Visible Minority,Women+,Not a visible minority,2021,1245,Karhiio Ward
Satoo,6680,Visible Minority,Women+,South Asian,2021,45,Karhiio Ward
Satoo,6680,Visible Minority,Women+,Southeast Asian,2021,0,Karhiio Ward
Satoo,6680,Visible Minority,Women+,Total visible minority population,2021,400,Karhiio Ward
Satoo,6680,Visible Minority,Women+,"Visible minority, n.i.e.",2021,0,Karhiio Ward
Satoo,6680,Visible Minority,Women+,West Asian,2021,0,Karhiio Ward
Schonsee,2700,Visible Minority,Men+,Arab,2021,260,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Men+,Black,2021,215,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Men+,Chinese,2021,255,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Men+,Filipino,2021,130,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Men+,Japanese,2021,0,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Men+,Korean,2021,0,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Men+,Latin American,2021,10,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Men+,Multiple visible minorities,2021,60,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Men+,Not a visible minority,2021,895,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Men+,South Asian,2021,210,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Men+,Southeast Asian,2021,180,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Men+,Total visible minority population,2021,1350,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Men+,"Visible minority, n.i.e.",2021,15,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Men+,West Asian,2021,10,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Total,Arab,2021,480,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Total,Black,2021,435,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Total,Chinese,2021,580,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Total,Filipino,2021,295,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Total,Japanese,2021,0,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Total,Korean,2021,0,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Total,Latin American,2021,45,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Total,Multiple visible minorities,2021,120,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Total,Not a visible minority,2021,1865,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Total,South Asian,2021,390,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Total,Southeast Asian,2021,340,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Total,Total visible minority population,2021,2755,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Total,"Visible minority, n.i.e.",2021,45,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Total,West Asian,2021,15,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Women+,Arab,2021,215,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Women+,Black,2021,220,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Women+,Chinese,2021,325,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Women+,Filipino,2021,170,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Women+,Japanese,2021,0,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Women+,Korean,2021,0,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Women+,Latin American,2021,30,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Women+,Multiple visible minorities,2021,60,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Women+,Not a visible minority,2021,970,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Women+,South Asian,2021,180,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Women+,Southeast Asian,2021,155,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Women+,Total visible minority population,2021,1405,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Women+,"Visible minority, n.i.e.",2021,25,tastawiyiniwak Ward
Schonsee,2700,Visible Minority,Women+,West Asian,2021,0,tastawiyiniwak Ward
Secord,4487,Visible Minority,Men+,Arab,2021,40,Nakota Isga Ward
Secord,4487,Visible Minority,Men+,Black,2021,305,Nakota Isga Ward
Secord,4487,Visible Minority,Men+,Chinese,2021,255,Nakota Isga Ward
Secord,4487,Visible Minority,Men+,Filipino,2021,1200,Nakota Isga Ward
Secord,4487,Visible Minority,Men+,Japanese,2021,0,Nakota Isga Ward
Secord,4487,Visible Minority,Men+,Korean,2021,10,Nakota Isga Ward
Secord,4487,Visible Minority,Men+,Latin American,2021,95,Nakota Isga Ward
Secord,4487,Visible Minority,Men+,Multiple visible minorities,2021,140,Nakota Isga Ward
Secord,4487,Visible Minority,Men+,Not a visible minority,2021,1600,Nakota Isga Ward
Secord,4487,Visible Minority,Men+,South Asian,2021,290,Nakota Isga Ward
Secord,4487,Visible Minority,Men+,Southeast Asian,2021,70,Nakota Isga Ward
Secord,4487,Visible Minority,Men+,Total visible minority population,2021,2465,Nakota Isga Ward
Secord,4487,Visible Minority,Men+,"Visible minority, n.i.e.",2021,10,Nakota Isga Ward
Secord,4487,Visible Minority,Men+,West Asian,2021,35,Nakota Isga Ward
Secord,4487,Visible Minority,Total,Arab,2021,70,Nakota Isga Ward
Secord,4487,Visible Minority,Total,Black,2021,565,Nakota Isga Ward
Secord,4487,Visible Minority,Total,Chinese,2021,545,Nakota Isga Ward
Secord,4487,Visible Minority,Total,Filipino,2021,2410,Nakota Isga Ward
Secord,4487,Visible Minority,Total,Japanese,2021,10,Nakota Isga Ward
Secord,4487,Visible Minority,Total,Korean,2021,30,Nakota Isga Ward
Secord,4487,Visible Minority,Total,Latin American,2021,185,Nakota Isga Ward
Secord,4487,Visible Minority,Total,Multiple visible minorities,2021,225,Nakota Isga Ward
Secord,4487,Visible Minority,Total,Not a visible minority,2021,3155,Nakota Isga Ward
Secord,4487,Visible Minority,Total,South Asian,2021,625,Nakota Isga Ward
Secord,4487,Visible Minority,Total,Southeast Asian,2021,165,Nakota Isga Ward
Secord,4487,Visible Minority,Total,Total visible minority population,2021,4940,Nakota Isga Ward
Secord,4487,Visible Minority,Total,"Visible minority, n.i.e.",2021,30,Nakota Isga Ward
Secord,4487,Visible Minority,Total,West Asian,2021,90,Nakota Isga Ward
Secord,4487,Visible Minority,Women+,Arab,2021,30,Nakota Isga Ward
Secord,4487,Visible Minority,Women+,Black,2021,260,Nakota Isga Ward
Secord,4487,Visible Minority,Women+,Chinese,2021,290,Nakota Isga Ward
Secord,4487,Visible Minority,Women+,Filipino,2021,1205,Nakota Isga Ward
Secord,4487,Visible Minority,Women+,Japanese,2021,0,Nakota Isga Ward
Secord,4487,Visible Minority,Women+,Korean,2021,15,Nakota Isga Ward
Secord,4487,Visible Minority,Women+,Latin American,2021,85,Nakota Isga Ward
Secord,4487,Visible Minority,Women+,Multiple visible minorities,2021,90,Nakota Isga Ward
Secord,4487,Visible Minority,Women+,Not a visible minority,2021,1560,Nakota Isga Ward
Secord,4487,Visible Minority,Women+,South Asian,2021,335,Nakota Isga Ward
Secord,4487,Visible Minority,Women+,Southeast Asian,2021,95,Nakota Isga Ward
Secord,4487,Visible Minority,Women+,Total visible minority population,2021,2475,Nakota Isga Ward
Secord,4487,Visible Minority,Women+,"Visible minority, n.i.e.",2021,20,Nakota Isga Ward
Secord,4487,Visible Minority,Women+,West Asian,2021,55,Nakota Isga Ward
Sherbrooke,3410,Visible Minority,Men+,Arab,2021,0,Anirniq Ward
Sherbrooke,3410,Visible Minority,Men+,Black,2021,95,Anirniq Ward
Sherbrooke,3410,Visible Minority,Men+,Chinese,2021,45,Anirniq Ward
Sherbrooke,3410,Visible Minority,Men+,Filipino,2021,45,Anirniq Ward
Sherbrooke,3410,Visible Minority,Men+,Japanese,2021,0,Anirniq Ward
Sherbrooke,3410,Visible Minority,Men+,Korean,2021,0,Anirniq Ward
Sherbrooke,3410,Visible Minority,Men+,Latin American,2021,55,Anirniq Ward
Sherbrooke,3410,Visible Minority,Men+,Multiple visible minorities,2021,20,Anirniq Ward
Sherbrooke,3410,Visible Minority,Men+,Not a visible minority,2021,1015,Anirniq Ward
Sherbrooke,3410,Visible Minority,Men+,South Asian,2021,30,Anirniq Ward
Sherbrooke,3410,Visible Minority,Men+,Southeast Asian,2021,25,Anirniq Ward
Sherbrooke,3410,Visible Minority,Men+,Total visible minority population,2021,310,Anirniq Ward
Sherbrooke,3410,Visible Minority,Men+,"Visible minority, n.i.e.",2021,0,Anirniq Ward
Sherbrooke,3410,Visible Minority,Men+,West Asian,2021,0,Anirniq Ward
Sherbrooke,3410,Visible Minority,Total,Arab,2021,25,Anirniq Ward
Sherbrooke,3410,Visible Minority,Total,Black,2021,200,Anirniq Ward
Sherbrooke,3410,Visible Minority,Total,Chinese,2021,70,Anirniq Ward
Sherbrooke,3410,Visible Minority,Total,Filipino,2021,110,Anirniq Ward
Sherbrooke,3410,Visible Minority,Total,Japanese,2021,0,Anirniq Ward
Sherbrooke,3410,Visible Minority,Total,Korean,2021,0,Anirniq Ward
Sherbrooke,3410,Visible Minority,Total,Latin American,2021,60,Anirniq Ward
Sherbrooke,3410,Visible Minority,Total,Multiple visible minorities,2021,40,Anirniq Ward
Sherbrooke,3410,Visible Minority,Total,Not a visible minority,2021,1830,Anirniq Ward
Sherbrooke,3410,Visible Minority,Total,South Asian,2021,30,Anirniq Ward
Sherbrooke,3410,Visible Minority,Total,Southeast Asian,2021,35,Anirniq Ward
Sherbrooke,3410,Visible Minority,Total,Total visible minority population,2021,565,Anirniq Ward
Sherbrooke,3410,Visible Minority,Total,"Visible minority, n.i.e.",2021,0,Anirniq Ward
Sherbrooke,3410,Visible Minority,Total,West Asian,2021,0,Anirniq Ward
Sherbrooke,3410,Visible Minority,Women+,Arab,2021,20,Anirniq Ward
Sherbrooke,3410,Visible Minority,Women+,Black,2021,105,Anirniq Ward
Sherbrooke,3410,Visible Minority,Women+,Chinese,2021,25,Anirniq Ward
Sherbrooke,3410,Visible Minority,Women+,Filipino,2021,65,Anirniq Ward
Sherbrooke,3410,Visible Minority,Women+,Japanese,2021,0,Anirniq Ward
Sherbrooke,3410,Visible Minority,Women+,Korean,2021,0,Anirniq Ward
Sherbrooke,3410,Visible Minority,Women+,Latin American,2021,10,Anirniq Ward
Sherbrooke,3410,Visible Minority,Women+,Multiple visible minorities,2021,20,Anirniq Ward
Sherbrooke,3410,Visible Minority,Women+,Not a visible minority,2021,820,Anirniq Ward
Sherbrooke,3410,Visible Minority,Women+,South Asian,2021,0,Anirniq Ward
Sherbrooke,3410,Visible Minority,Women+,Southeast Asian,2021,10,Anirniq Ward
Sherbrooke,3410,Visible Minority,Women+,Total visible minority population,2021,255,Anirniq Ward
Sherbrooke,3410,Visible Minority,Women+,"Visible minority, n.i.e.",2021,0,Anirniq Ward
Sherbrooke,3410,Visible Minority,Women+,West Asian,2021,0,Anirniq Ward
Sherwood,4500,Visible Minority,Men+,Arab,2021,0,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Men+,Black,2021,15,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Men+,Chinese,2021,20,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Men+,Filipino,2021,35,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Men+,Japanese,2021,0,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Men+,Korean,2021,0,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Men+,Latin American,2021,10,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Men+,Multiple visible minorities,2021,0,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Men+,Not a visible minority,2021,495,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Men+,South Asian,2021,0,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Men+,Southeast Asian,2021,10,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Men+,Total visible minority population,2021,105,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Men+,"Visible minority, n.i.e.",2021,0,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Men+,West Asian,2021,0,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Total,Arab,2021,0,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Total,Black,2021,15,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Total,Chinese,2021,55,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Total,Filipino,2021,135,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Total,Japanese,2021,0,sipiwiyiniwak Ward
Sherwood,4500,Visible Minority,Total,Korean,2021,0,sipiwiyiniwak Ward
